"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"131",0.25,0,0,4,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,5,0
"132",0,0.5,1,1,1,0,0,0,0,4,0,4,0,0,0,0,1,0,2,2,0,0,0,0,1,1,0,0,2,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,3,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,2,0
"133",0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,3,4,0,2,4,0,0,0,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0
"134",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0
"135",0.25,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,4,0
"136",0.5,0.25,0,2,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,5,0
"137",0.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"138",0,0,0,1,1,0,0,0,1,1,0,4,0,0,1,0,3,0,0,2,0,0,0,1,1,1,3,0,1,1,2,2,1,0,0,0,0,2,0,0,7,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5,0,2,5,2,0,0,0,1,1,0,5,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,3,5,0
"139",0.25,0,0,1,2,0,0,0,0,6,0,4,0,0,1,0,3,0,1,3,0,0,1,0,4,1,0,0,2,1,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,4,0
"140",0,0,0,2,1,0,0,0,0,2,0,4,0,2,2,0,3,0,0,3,0,0,0,1,2,4,0,1,3,1,2,0,4,0,1,0,0,4,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,1,0,6,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"141",0.25,0.5,0,1,1,0,0,0,0,3,0,3,0,1,2,0,3,0,0,2,1,0,0,1,1,0,3,0,3,0,3,0,4,2,0,1,0,1,0,0,11,0,0,2,0,0,1,2,4,0,1,0,0,0,0,0,0,2,0,1,2,1,1,0,0,1,1,0,6,1,2,4,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,3,0,1
"142",0.25,0.25,1,2,4,0,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,4,0,2,0,3,3,4,3,2,0,1,0,2,4,0,0,7,0,0,1,0,0,1,1,3,2,1,0,0,0,0,0,0,2,0,3,1,0,0,0,1,0,3,0,7,1,2,3,1,1,0,0,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,1,3,0
"143",0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,8,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,6,1
"144",0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,1
"145",1,0.25,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,7,0
"146",1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,3,0
"147",0.25,1,2,0,4,0,0,0,0,1,0,5,1,0,2,0,3,1,0,2,1,0,0,1,0,1,1,2,3,1,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,4,0,0,0,1,0,1,0,0,1,0,6,0,2,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,2,9,0
"148",0.25,1,0,2,1,1,0,0,0,1,0,4,0,0,1,0,2,1,1,2,0,0,0,0,3,0,1,0,2,0,1,3,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,1,1,0,3,2,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0
"149",0,1,0,2,0,1,0,0,1,0,0,3,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,8,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,1,2,0,0,2,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"150",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0
"151",0.25,0.25,1,1,2,0,0,0,0,2,0,5,0,0,2,0,2,1,0,3,2,0,0,0,2,0,1,0,2,0,1,2,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,2,2,3,0,4,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,5,0,5,6,1,0,0,0,0,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1
"152",1,1,0,2,2,1,0,0,0,2,0,3,0,0,5,0,0,0,2,4,1,0,0,0,1,0,0,0,2,1,2,2,1,1,0,1,0,1,0,0,4,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,7,2,3,1,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,2,3,3
"153",1,1,0,1,2,0,0,0,0,0,1,2,0,0,3,0,0,0,0,3,0,0,0,0,4,0,5,0,2,0,2,0,2,1,1,0,2,1,0,0,3,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,0,2,2,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,8,1
"154",0.25,0.5,0,1,4,0,0,0,1,0,0,6,0,0,2,0,3,0,0,1,0,0,0,0,0,0,4,0,3,0,2,1,3,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,2,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,3,8,2
"155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,4,2
"156",0,0.5,0,0,0,0,0,0,0,2,0,3,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,2,1,1,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,5,1
"157",0,0.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,5,0
"158",0,1,0,3,4,0,0,1,0,1,0,5,0,2,1,0,6,1,0,2,0,0,0,0,2,0,3,1,3,0,1,0,1,0,0,0,1,2,0,0,4,0,1,0,0,1,3,3,4,2,2,1,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,3,1,4,2,0,0,1,0,4,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,1,0,0,4,2
"159",0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,3,1
"160",0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,4,1
"161",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
"162",0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,1,0,0,2,0,1,0,0,2,1,0,0,3,1,4,0,1,0,0,0,0,6,1,0,3,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,2,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,0
"163",0,0.25,0,1,1,0,0,0,0,0,0,4,0,1,1,0,3,0,1,1,0,0,0,0,2,0,1,1,1,1,3,0,1,1,0,0,0,3,1,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,0
"164",1,0.25,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,3,0
"165",0.25,0.5,0,4,3,1,0,0,0,2,0,4,0,0,3,0,0,0,1,3,0,0,1,0,3,0,2,1,0,1,3,2,0,0,0,0,4,3,0,0,1,1,0,0,0,0,0,1,2,2,0,2,1,0,0,0,0,2,0,4,0,0,1,0,0,1,0,0,3,1,0,2,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0
"166",1,0.5,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,4,0,1,0,1,4,0,0,0,3,3,1,1,2,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,4,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,4,0
"167",0,0.5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,2,2,3,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,1,6,1
"168",1,0.25,0,2,2,0,0,0,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,2,0,0,6,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,6,0
"169",0,1,0,2,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"170",0,0.5,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,1
"171",0.5,0.5,0,2,4,0,0,0,0,0,0,2,0,1,0,0,1,1,0,2,0,0,0,0,4,0,0,0,2,1,3,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,3,3,0
"172",0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0
"173",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,3,0
"174",0.5,1,0,1,1,1,0,0,0,0,0,3,0,0,3,0,6,0,1,3,1,0,0,0,4,1,0,0,1,1,2,1,1,0,0,1,1,4,0,0,9,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,2,1,3,1,1,1,0,0,0,1,2,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,2,0,4,8,0
"175",0.5,0.5,0,1,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,2,0
"176",0.5,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,2,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0
"177",1,0.5,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,1
"178",0.25,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,3,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,2,5,1
"179",1,0.25,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,5,0
"180",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"181",0,1,1,1,2,0,0,0,1,1,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,4,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,4,0,1,4,0,1,0,0,0,0,0,0,1,6,0
"182",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,10,0
"183",0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,5,0
"184",0.5,1,0,1,3,1,0,0,0,0,0,4,0,0,0,0,2,0,1,3,5,0,0,0,4,1,0,2,2,2,2,2,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,1,0,2,4,0
"185",0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3
"186",1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"187",0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
"188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,1
"189",0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,1,2,1,0,0,0,4,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,1,4,0
"190",1,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,1,1,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,3,0
"191",0.25,1,0,1,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0
"192",0.5,0.5,0,0,1,0,0,1,0,3,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1
"193",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,7,0
"194",0.25,0.5,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,7,0,0,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,2,3,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,3,0
"195",0.5,0.5,0,1,0,1,0,0,0,3,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,6,2
"196",0.25,0.5,2,0,0,0,0,0,0,1,0,3,0,0,1,0,5,0,0,1,1,0,0,3,2,2,2,0,1,0,0,0,0,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,3,0,6,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,2,1,1,1,1,3,0,0,3,0,0,0,2,0,2,3,1
